AWAY_GOOD_SHOT_season_sum,HOME_GOOD_SHOT_season_sum,AWAY_GOOD_SHOT_5_last_match_sum,HOME_GOOD_SHOT_5_last_match_sum,DIFF_GOOD_SHOT_season_sum,DIFF_GOOD_SHOT_5_last_match_sum
2.1038481707144774,3.055047374132735,2.4872726927206186,3.2663697154376816,5.475599601709129,5.389548511358532
3.28074555926294,6.426984276352467,3.711506817897005,6.8668404407075805,6.573119358544764,6.577666811405288
2.950588905637989,2.443139625929269,2.2150010404144074,4.6750843886104665,4.74627536014564,6.23004167409803
1.910846029442054,5.558157060098884,2.1325492615121506,4.3248387301855,6.823655515328414,6.096144734336675
5.313833930122481,3.81024142443294,8.21327992196621,4.116927328511583,4.248203747155229,2.9518237032726864
1.5677376960768732,4.441269627456091,1.9946820765605489,4.131212679615208,6.436765965689609,6.06826530152733
2.7192174554018167,5.012940978756177,1.9179833545018403,5.1409100926660205,6.1468617616771795,6.611463369082091
3.0584184178949747,2.78815494310287,4.701024733426168,3.556783492866698,4.864868262603948,4.427879379720265
7.992366243699221,2.0076337563007787,7.992366243699221,2.0076337563007787,2.007633756300779,2.007633756300779
4.701024733426168,6.397709873109767,7.100681486213148,7.490640825949312,5.848342569841799,5.194979669868082
5.00714802604384,4.49831447811888,7.248227590314876,6.089599804946095,4.74558322603752,4.420686107315609
2.534736907405418,3.3632080391492494,3.0493342131579775,4.459995766007974,5.414235565871915,5.705330776424998
3.3111177613780653,3.442964715827669,4.8290725583381615,3.5308265127115988,5.065923477224802,4.350876977186719
2.8030535025203114,5.731683404885107,4.157203621283753,6.465313689447424,6.464314951182398,6.154055034081836
4.466411488319851,3.807792685913727,4.078210781343924,4.566825565371392,4.670690598796938,5.2443073920137335
2.5327900277282067,3.3781065985666903,1.936263658665574,3.742688204948125,5.422658285419242,5.903212273141276
1.8466638537194786,4.972712372303302,1.3085559025518205,4.642555718678352,6.563024259291912,6.666999908063266
3.9314454535600736,6.586475971000501,4.705918537457676,3.623336999457945,6.327515258720213,4.458709231000134
1.613294926953252,7.156118294230598,1.613294926953252,7.156118294230598,7.771411683638673,7.771411683638673
5.313833930122481,6.218993082940967,7.886443715250657,7.781094499247118,5.452579576409243,4.9473253919982305
3.841412110500008,7.920919264859984,2.4709392682340963,6.651178505660061,7.039753577179988,7.090119618712983
4.558157060098884,6.142294360882261,5.081889167441284,3.7062657756615867,5.7920686503916885,4.312188304110151
5.68807305368594,4.946732131618809,6.055124255336768,5.081889167441284,4.629329538966435,4.513382456052258
3.144164359355438,4.565344982011513,5.9544933659764645,5.169059272986775,5.710590311328037,4.607282953505155
6.710159535016011,1.7392665643330423,5.089599804946095,3.4436623415214513,2.514553514658516,4.177031268287678
3.1825336683191874,3.534736907405418,3.969341328541062,5.365154918826461,5.1761016195431155,5.697906795142699
2.113556284749343,1.972635491099269,2.8763704798327274,2.8998412293790357,4.9295396031749625,5.011735374773155
5.1831087515994305,3.061577566220372,6.500390665651082,3.203580540886899,3.9392344073104706,3.351594937617908
6.204697030853291,2.846613256866636,6.299497982166013,2.596438786874547,3.3209581130066725,3.148470402354267
2.217531933520697,3.364581606381434,4.3560201172366195,4.31188705044527,5.5735248364303684,4.977933466604325
5.072794261720233,4.541351516873021,3.8486107333966895,2.5711593366919563,4.734278627576395,4.361274301647633
5.7537192893623335,2.875847764240545,3.4748943254254145,3.111112973831139,3.5610642374391053,4.8181093242028625
7.235265209590596,4.372342840739089,7.52710315110464,2.6387125561767717,3.5685388155742475,2.5558047025360655
1.7756889936195805,3.8777946439177557,2.0076337563007787,4.034998265201509,6.051052825149088,6.013682254450366
4.387201504287741,2.808817260347912,5.2559888246725315,2.241002683067005,4.210807878030086,3.492506929197237
3.892130591874224,3.0713700976352047,4.0929338633730925,3.742688204948125,4.58961975288049,4.824877170787516
3.9928120780873706,8.589988640799062,3.430761258634065,7.960334005008098,7.298588281355846,7.264786373187016
5.103975648771353,3.033051385524298,6.354150118763442,4.281278975839175,3.9645378683764725,3.963564428537867
7.256789079459693,3.2280510033267755,3.6458605822206103,2.224669258580483,2.985630961933541,4.289404338179937
4.483415918701439,5.970765492626093,3.771872115469191,4.740730624286861,5.743674786962327,5.484429254408835
6.928629902364795,6.4269443804836754,4.518454079771739,4.884982565830385,4.749157239059439,5.183264243029323
1.8667022616666515,5.516533484445718,4.627707756113754,5.616702956050734,6.8249156113895335,5.49449759996849
4.227369296447657,4.021170884857778,2.4406278754086594,5.433908397262451,4.896900794205061,6.496640260926895
2.381339463288001,3.7354895820514433,2.9505383087851462,3.4268567982955895,5.677075059381721,5.238159244755222
2.801095921859047,5.089589103962043,4.762864791936227,3.5730556195163246,6.144246591051497,4.405095413790049
4.816707743597661,4.287450107573827,3.762429971544231,4.021161785694314,4.735371181988083,5.129365907075042
5.508822846940907,3.144164359355438,5.718731725144876,3.7810069170590315,3.8176707562072654,4.031137595957078
1.9290757367529447,6.255415512227506,2.8251000879815913,8.3627622047611,7.163169887737281,7.768831058389754
7.992366243699221,5.246270009653612,8.633025679553203,5.319064271373847,3.6269518829771963,3.343019295910322
5.87260419853518,9.058545895951852,3.532779326744154,8.503632401558331,6.592970848708336,7.485426537407088
1.5456911106155935,4.169581988578958,3.667896466697837,5.402911019476393,6.311945438981683,5.867507276389278
7.662260186927114,6.5783735429557755,4.656942263487661,4.372292243886246,4.458056678014331,4.857674990199293
2.8030535025203114,3.744584487772493,5.038329413094958,5.32296873171232,5.470765492626091,5.142319659308681
4.7062657756615875,6.277451396704734,7.242503728356068,7.6167428519195255,5.785592810521573,5.187119561781729
4.229987182019935,6.421169921672021,3.160436486005064,3.8791682111499415,6.095591369826044,5.359365862572439
3.6847925026453328,2.2194788131979077,2.8979342455706147,1.9563526634655897,4.267343155276287,4.529209208947488
5.875924645444579,6.414566013188471,5.612809196696313,6.300932847235094,5.269320683871947,5.3440618252693906
7.02541762922352,5.372292243886246,7.337827395260973,4.474843728572571,4.173437307331363,3.5685081666557994
4.797812460284893,5.282692438940151,4.529445268317157,4.370305468340245,5.242439989327629,4.9204301000115445
3.4379491805466937,3.399579871582944,4.441229731587301,2.585967403387764,4.980815345518125,4.072368835900232
4.979011317542355,2.8536262686776652,5.460634177937548,2.4833622980267993,3.937307475567655,3.511364060044626
6.036382533417749,3.1590230229040883,6.784388661805325,3.51126615785911,3.56132024474317,3.3634387480268924
7.803130383724344,6.397709873109767,8.698632019360808,3.1897215902318163,4.297289744692711,2.245544785435504
8.107306796664803,7.569238741365936,4.684219190200308,7.0455066340235355,4.730965972350566,6.180643721911615
7.339240858361949,2.129879008251813,4.976518549469638,1.7172705757246054,2.3953190749449322,3.3703760131274834
3.511688994989027,5.802599329997605,2.5070144593167245,3.9391178092576378,6.145455167504289,5.716051674970457
2.471604844235973,2.4338698101066187,4.078210781343924,4.147069106800345,4.9811324829353225,5.034429162728211
1.9244895695353506,2.9848389482928734,3.030746566659124,3.203580540886899,5.530174689378761,5.086416987113887
4.229997883003986,5.127969113909844,5.410621656981206,2.4417154618442405,5.448985615452929,3.5155469024315167
2.8277703412419295,4.370305468340245,4.399579871582944,5.753729990346388,5.7712675635491575,5.677075059381721
2.0076337563007787,3.3741622423594246,4.181146489569402,4.033051385524298,5.683264243029323,4.925952447977449
5.248227590314878,3.0110048000630183,5.463366809770214,2.609478048802863,3.8813886048740702,3.5730556195163246
3.242376250299191,2.586007299256554,3.6387125561767717,3.2429495627442164,4.671815524478681,4.802118503283722
2.0076337563007787,5.516010768853535,2.0076337563007787,4.788144242118818,6.754188506276378,6.39025524290902
3.387856379305564,3.1271839060279762,3.5583325374871566,3.7273126482292986,4.869663763361206,5.084490055371071
4.2084740131348894,7.155333622810577,2.6300897691950613,5.253980647158425,6.473429804837844,6.311945438981682
2.6444257171515293,8.4906807218181,2.870606722005127,6.085822822664497,7.923127502333286,6.607608050329684
4.976006534861508,3.696608258479564,5.5601545366289375,4.041623575653166,4.360300861809028,4.240734519512114
4.686115473024676,2.958310244126854,4.686115473024676,2.958310244126854,4.136097385551089,4.136097385551089
2.2194788131979077,4.896024351228646,2.2280510033267755,2.0550872700015255,6.338272769015369,4.913518133337375
4.485413395231493,5.03694514487872,3.8121990050942043,4.387190803303687,5.275765874823613,5.287495899104742
3.3396866927500977,3.669270033930023,1.7464544862456715,3.766057760788748,5.164791670589962,6.009801637271538
3.229947286151144,3.0038168781503893,2.742597712226492,3.3085559025518205,4.886934795999623,5.2829790951626645
5.792048702457292,3.197392331867838,6.495020315560675,3.168208421346772,3.702671814705273,3.336594052893049
5.836181769248643,7.458125767534796,5.285212631062388,4.759533644042778,5.810971999143077,4.737160506490195
7.517968349514799,8.116964313846825,5.3742897204163,5.816092764448626,5.299497982166013,5.220901522016163
6.098734606535935,5.905159152818488,6.053227972512401,6.014325246972417,4.903212273141276,4.980548637230008
2.1422573755470165,2.7412640408630966,3.5801929445761105,2.7718721154691908,5.29950333265804,4.59583958544654
3.006469229698267,3.705390075058085,3.762429971544231,4.566825565371392,5.349460422679909,5.402197796913581
3.1006046050091136,3.3396866927500977,2.047427229349556,2.504078235946481,5.119541043870492,5.228325503298462
2.6061070050406228,2.817378749492727,2.929075736752945,3.205953821012653,5.105635872226052,5.138439042129854
1.2845624374133295,4.096777025874672,1.6372377952389,5.073316977312416,6.406107294230671,6.718039591036758
1.5989190831279936,4.567814577280907,1.702894731899347,3.040239307436927,6.484447747076457,5.66867228776879
3.602290126890233,3.3325493676903117,1.7119789366363443,4.701024733426168,4.865129620400039,6.494522898394912
3.921927710709106,3.938199837358732,2.951162218083015,4.029223806389856,5.008136063324813,5.539030794153421
3.9889183187329484,7.332052936449319,3.010964904194228,7.255364915374663,6.671567308858185,7.1222000055902175
5.294690478044565,3.183938793285606,4.497967239914971,3.207434404372531,3.9446241576205203,4.35473358222878
4.005190445382575,5.675683985406684,3.6257102795836995,5.07531445384247,5.835246770012054,5.724802087129385
4.519827647003925,5.072794261720233,1.6880360683506965,1.9434515805782029,5.276483307358154,5.127707756113753
4.264985447221443,5.857655042264897,3.3709585725228512,5.952485188462358,5.796334797521727,6.290763307969753
1.3117994682571843,3.4196688763829606,1.3117994682571843,3.4196688763829606,6.053934704062888,6.053934704062888
