AWAY_FORM_5_last_match_sum,HOME_FORM_5_last_match_sum,DIFF_FORM_5_last_match_sum
4.052485409822571,4.9087227179119175,5.457426551447502
2.7788471279772766,8.620915291518823,7.998264883083907
1.8375736526399624,3.880915949836577,6.017197244562012
3.772501752046165,6.3492394727341015,6.337984994906013
7.563388402532651,4.128888536419112,3.327903081193943
2.92042197021636,4.501570297277601,5.804465290962011
2.5263599541456827,3.110425952802926,5.281003367015331
6.136655575895394,2.709482179425154,3.297952789449668
9.15335875796399,0.8078267258790994,0.8331128893273005
6.7128168598996565,9.333239705275046,6.430020778875573
4.819244486902898,3.950188573777224,4.585904141125773
4.576491904902202,4.750705792770631,5.118128270747418
5.574972644839062,3.9984514965127382,4.238964706847357
5.465725949750024,9.325275835468418,7.039496119855902
5.694203015496957,4.598367079229959,4.489649014524902
3.0870121043965666,2.398763502553472,4.638187314674275
3.4370374228936216,3.6790344194675613,5.126143795159519
3.277266004719827,2.8486432527309202,4.776561207381327
3.583791073051355,5.0847674614394744,5.778806723105741
2.7236326946476144,8.122130460324074,7.76823220356335
1.7158801161515047,6.534536402837416,7.445413087526961
5.343480383465965,3.0721245752274124,3.875200190089315
2.004692465950181,3.8169118427730226,5.901969256235211
3.9595070308966855,5.038857930891556,5.570277215339768
3.848479922843554,4.87726999013184,5.541580786297414
4.959463054822729,6.003980369105758,5.575954370904286
3.5900529168719775,3.980277621337787,5.206194832270451
6.229319974571781,2.7714983509000457,3.2843396097172377
9.531808063974204,2.3401759570952065,1.4370688353179806
4.35630657921984,4.643394388164298,5.171126574913384
2.1071977844632865,2.160561801536335,4.9974374399012085
2.890183914766374,2.9156557888920562,5.00156475269368
7.193114893525979,1.7793382934416662,2.2985342545495016
3.4797764088177736,4.763151676875568,5.664141622323733
6.895844882146402,3.08459144833837,3.1178489921191206
4.786509917697982,4.329635216781117,4.797671835578928
3.274790121292247,8.608078564872137,7.747636418044525
3.983462360654661,4.576756389090681,5.320207940252112
5.17412526068634,3.069338624710347,3.957088124066681
2.884685003889355,3.9954056747139606,5.561044096852984
2.5340973706743553,3.6790344194675613,5.570399849816576
6.55685634072475,5.1627697252971245,4.3562490946753565
4.892458026912532,4.962455628622367,5.071858555663119
2.845974611474672,3.144029653700701,5.141077348606692
4.316976412472649,5.181340606122232,5.467869795374139
5.842826664477827,4.388337889385804,4.308222901430073
6.4499101068423945,2.648902541685987,3.1125903127226877
1.4540330908494328,7.164110809932742,7.898885098647381
8.647253951882014,6.967281720032483,4.258249298922147
4.990113015271917,8.992951801873442,7.1021395813602695
1.8425330664370039,6.562680711908891,7.397611130227789
4.948351021407339,2.5294966122451696,3.7898015071293587
4.205731544505182,3.952100030003207,4.888744640746184
7.328759453876208,6.2211966173336855,4.5222432042539396
3.7913084728389386,3.707021135852935,4.966270062887638
5.169363942278942,1.695158257389648,3.2508336271353975
6.878999727789638,7.000536604893044,5.145396983005489
7.886002784950128,3.4263381398234034,2.8069027651356055
3.2696059447207455,3.013939043526984,4.865564933866538
3.008608845822188,3.3431952481011575,5.163759470451466
6.444256123393822,2.6269719269645084,3.1040635947803046
7.595465016755935,4.848052711234246,3.6829585828448117
7.2449683207027205,4.220418303702603,3.5317665206199855
6.719247982368013,9.28327526750206,6.401092399565702
3.355793893392126,1.5664750810231558,4.076773696012865
5.376559481458012,3.308015206295949,3.980562101257906
1.7145953532304965,4.54461533914675,6.419940946097713
2.2056880576516624,4.889033897576208,6.355917824692435
5.1553709385945625,2.9276320219168555,3.8932443350363624
2.644811342713343,1.9614251482230585,4.630240922180746
4.1120538540094875,2.920447889924311,4.402862871222953
4.7149705722107615,1.65056617231967,3.4514060291815163
2.1555190335915997,2.987278400499736,5.399959895909726
0.8433440747078267,6.4137453743169335,7.812424064752571
4.512478218429777,2.5880180629806246,4.034432164793911
1.3269396594576461,3.0029917658842558,5.815732318958067
3.3088775487981534,5.138440728091785,5.941743743742686
5.592342086605497,6.430689920550273,5.484604287990641
4.664155226510686,4.42249236185285,4.905753492667706
2.8372716272028127,2.073375356097323,4.593275633798452
2.8384256154419187,3.2425814367198336,5.195609833802742
